Movement,Model,Anatomic_Distances,Rep,Left_Peak_frame,Left_Peak_time_s,Left_Peak_deg,Left_Valley_frame,Left_Valley_time_s,Left_Valley_deg,Left_ROM_deg,Right_Peak_frame,Right_Peak_time_s,Right_Peak_deg,Right_Valley_frame,Right_Valley_time_s,Right_Valley_deg,Right_ROM_deg
Shoulder Abd/Add,NOT_C7,IJ_PX_C7,2,1604,16.04,172.07,1938,19.38,-8.0,180.07,1468.0,14.68,169.41,1744.0,17.44,0.74,168.66
Shoulder Abd/Add,NOT_C7,IJ_PX_C7,3,2172,21.72,171.1,2455,24.55,-13.31,184.41,1948.0,19.48,168.44,2243.0,22.43,-7.94,176.38
Shoulder Abd/Add,NOT_C7,IJ_PX_C7,4,2654,26.54,171.31,2919,29.19,-12.77,184.08,2449.0,24.49,170.99,2702.0,27.02,-10.91,181.9
Shoulder Abd/Add,NOT_C7,IJ_PX_C7,5,3135,31.35,169.72,3407,34.07,-16.28,186.0,2914.0,29.14,169.62,3192.0,31.92,-9.23,178.85
Shoulder Abd/Add,NOT_C7,IJ_PX_C7,6,3628,36.28,172.9,3893,38.93,-15.11,188.0,3398.0,33.98,167.72,3682.0,36.82,-10.8,178.51
Shoulder Abd/Add,NOT_C7,IJ_PX_C7,7,4106,41.06,170.94,4363,43.63,-11.32,182.26,3885.0,38.85,166.87,4177.0,41.77,-7.2,174.07
Shoulder Abd/Add,NOT_C7,Perfect,1,1006,10.06,172.59,1344,13.44,-8.63,181.22,938.0,9.38,170.81,1244.0,12.44,-12.41,183.22
Shoulder Abd/Add,NOT_C7,Perfect,2,1604,16.04,172.23,1938,19.38,-8.1,180.33,1468.0,14.68,169.58,1744.0,17.44,0.75,168.83
Shoulder Abd/Add,NOT_C7,Perfect,3,2172,21.72,171.29,2455,24.55,-13.52,184.81,1948.0,19.48,168.6,2243.0,22.43,-8.02,176.62
Shoulder Abd/Add,NOT_C7,Perfect,4,2654,26.54,171.47,2919,29.19,-12.94,184.42,2449.0,24.49,171.15,2702.0,27.02,-11.04,182.19
Shoulder Abd/Add,NOT_C7,Perfect,5,3135,31.35,169.9,3407,34.07,-16.48,186.38,2914.0,29.14,169.78,3192.0,31.92,-9.35,179.13
Shoulder Abd/Add,NOT_C7,Perfect,6,3628,36.28,173.04,3893,38.93,-15.28,188.32,3398.0,33.98,167.93,3682.0,36.82,-10.93,178.87
Shoulder Abd/Add,NOT_C7,Perfect,7,4106,41.06,171.13,4363,43.63,-11.44,182.57,3885.0,38.85,167.05,4177.0,41.77,-7.29,174.34
Shoulder Int/Ext Rot,Complete,IJ_C7,1,1761,17.61,74.94,1914,19.14,-12.07,87.01,1293.0,12.93,87.18,1480.0,14.8,4.28,82.91
Shoulder Int/Ext Rot,Complete,IJ_C7,2,2115,21.15,76.71,2285,22.85,-6.6,83.31,1675.0,16.75,91.17,1901.0,19.01,3.73,87.44
Shoulder Int/Ext Rot,Complete,IJ_C7,3,2488,24.88,80.37,2642,26.42,-5.48,85.86,2067.0,20.67,96.22,2251.0,22.51,1.35,94.87
Shoulder Int/Ext Rot,Complete,IJ_C7,4,2836,28.36,80.3,2993,29.93,-5.19,85.49,2408.0,24.08,95.79,2610.0,26.1,6.71,89.08
Shoulder Int/Ext Rot,Complete,IJ_C7,5,3190,31.9,81.8,3320,33.2,-0.9,82.7,2760.0,27.6,89.26,2946.0,29.46,5.03,84.23
Shoulder Int/Ext Rot,Complete,IJ_C7,6,3560,35.6,75.89,3733,37.33,-6.06,81.95,3087.0,30.87,90.76,3266.0,32.66,4.51,86.24
Shoulder Int/Ext Rot,Complete,PX_C7,1,1761,17.61,74.94,1914,19.14,-12.07,87.01,1293.0,12.93,87.18,1480.0,14.8,4.28,82.91
Shoulder Int/Ext Rot,Complete,PX_C7,2,2115,21.15,76.71,2285,22.85,-6.6,83.31,1675.0,16.75,91.17,1901.0,19.01,3.73,87.44
Shoulder Int/Ext Rot,Complete,PX_C7,3,2488,24.88,80.37,2642,26.42,-5.48,85.86,2067.0,20.67,96.22,2251.0,22.51,1.35,94.87
Shoulder Int/Ext Rot,Complete,PX_C7,4,2836,28.36,80.3,2993,29.93,-5.19,85.49,2408.0,24.08,95.79,2610.0,26.1,6.71,89.08
Shoulder Int/Ext Rot,Complete,PX_C7,5,3190,31.9,81.8,3320,33.2,-0.9,82.7,2760.0,27.6,89.26,2946.0,29.46,5.03,84.23
Shoulder Int/Ext Rot,Complete,PX_C7,6,3560,35.6,75.89,3733,37.33,-6.06,81.95,3087.0,30.87,90.76,3266.0,32.66,4.51,86.24
Shoulder Int/Ext Rot,Complete,IJ_PX_C7,1,1761,17.61,74.94,1914,19.14,-12.07,87.01,1293.0,12.93,87.18,1480.0,14.8,4.28,82.91
Shoulder Int/Ext Rot,Complete,IJ_PX_C7,2,2115,21.15,76.71,2285,22.85,-6.6,83.31,1675.0,16.75,91.17,1901.0,19.01,3.73,87.44
Shoulder Int/Ext Rot,Complete,IJ_PX_C7,3,2488,24.88,80.37,2642,26.42,-5.48,85.86,2067.0,20.67,96.22,2251.0,22.51,1.35,94.87
Shoulder Int/Ext Rot,Complete,IJ_PX_C7,4,2836,28.36,80.3,2993,29.93,-5.19,85.49,2408.0,24.08,95.79,2610.0,26.1,6.71,89.08
Shoulder Int/Ext Rot,Complete,IJ_PX_C7,5,3190,31.9,81.8,3320,33.2,-0.9,82.7,2760.0,27.6,89.26,2946.0,29.46,5.03,84.23
Shoulder Int/Ext Rot,Complete,IJ_PX_C7,6,3560,35.6,75.89,3733,37.33,-6.06,81.95,3087.0,30.87,90.76,3266.0,32.66,4.51,86.24
Shoulder Int/Ext Rot,Complete,Perfect,1,1761,17.61,74.94,1914,19.14,-12.07,87.01,1293.0,12.93,87.18,1480.0,14.8,4.28,82.91
Shoulder Int/Ext Rot,Complete,Perfect,2,2115,21.15,76.71,2285,22.85,-6.6,83.31,1675.0,16.75,91.17,1901.0,19.01,3.73,87.44
Shoulder Int/Ext Rot,Complete,Perfect,3,2488,24.88,80.37,2642,26.42,-5.48,85.86,2067.0,20.67,96.22,2251.0,22.51,1.35,94.87
Shoulder Int/Ext Rot,Complete,Perfect,4,2836,28.36,80.3,2993,29.93,-5.19,85.49,2408.0,24.08,95.79,2610.0,26.1,6.71,89.08
Shoulder Int/Ext Rot,Complete,Perfect,5,3190,31.9,81.8,3320,33.2,-0.9,82.7,2760.0,27.6,89.26,2946.0,29.46,5.03,84.23
Shoulder Int/Ext Rot,Complete,Perfect,6,3560,35.6,75.89,3733,37.33,-6.06,81.95,3087.0,30.87,90.76,3266.0,32.66,4.51,86.24
Shoulder Int/Ext Rot,C7,IJ_C7,1,1762,17.62,77.14,1901,19.01,-6.45,83.59,1293.0,12.93,87.57,1508.0,15.08,8.24,79.33
Shoulder Int/Ext Rot,C7,IJ_C7,2,2115,21.15,79.79,2258,22.58,-3.22,83.01,1675.0,16.75,91.71,1901.0,19.01,7.11,84.6
Shoulder Int/Ext Rot,C7,IJ_C7,3,2488,24.88,83.06,2643,26.43,-0.29,83.35,2066.0,20.66,95.0,2242.0,22.42,3.79,91.21
Shoulder Int/Ext Rot,C7,IJ_C7,4,2836,28.36,81.95,2989,29.89,-3.3,85.24,2408.0,24.08,95.81,2563.0,25.63,11.43,84.39
Shoulder Int/Ext Rot,C7,IJ_C7,5,3190,31.9,83.15,3387,33.87,0.69,82.45,2775.0,27.75,90.7,2946.0,29.46,9.52,81.19
Shoulder Int/Ext Rot,C7,IJ_C7,6,3560,35.6,75.14,3722,37.22,-3.95,79.09,3088.0,30.88,91.81,3266.0,32.66,7.76,84.05
Shoulder Int/Ext Rot,C7,PX_C7,1,1762,17.62,77.14,1901,19.01,-6.45,83.59,1293.0,12.93,87.57,1508.0,15.08,8.24,79.33
Shoulder Int/Ext Rot,C7,PX_C7,2,2115,21.15,79.79,2258,22.58,-3.22,83.01,1675.0,16.75,91.71,1901.0,19.01,7.11,84.6
Shoulder Int/Ext Rot,C7,PX_C7,3,2488,24.88,83.06,2643,26.43,-0.29,83.35,2066.0,20.66,95.0,2242.0,22.42,3.79,91.21
Shoulder Int/Ext Rot,C7,PX_C7,4,2836,28.36,81.95,2989,29.89,-3.3,85.24,2408.0,24.08,95.81,2563.0,25.63,11.43,84.39
Shoulder Int/Ext Rot,C7,PX_C7,5,3190,31.9,83.15,3387,33.87,0.69,82.45,2775.0,27.75,90.7,2946.0,29.46,9.52,81.19
Shoulder Int/Ext Rot,C7,PX_C7,6,3560,35.6,75.14,3722,37.22,-3.95,79.09,3088.0,30.88,91.81,3266.0,32.66,7.76,84.05
Shoulder Int/Ext Rot,C7,IJ_PX_C7,1,1762,17.62,77.14,1901,19.01,-6.45,83.59,1293.0,12.93,87.57,1508.0,15.08,8.24,79.33
Shoulder Int/Ext Rot,C7,IJ_PX_C7,2,2115,21.15,79.79,2258,22.58,-3.22,83.01,1675.0,16.75,91.71,1901.0,19.01,7.11,84.6
Shoulder Int/Ext Rot,C7,IJ_PX_C7,3,2488,24.88,83.06,2643,26.43,-0.29,83.35,2066.0,20.66,95.0,2242.0,22.42,3.79,91.21
Shoulder Int/Ext Rot,C7,IJ_PX_C7,4,2836,28.36,81.95,2989,29.89,-3.3,85.24,2408.0,24.08,95.81,2563.0,25.63,11.43,84.39
Shoulder Int/Ext Rot,C7,IJ_PX_C7,5,3190,31.9,83.15,3387,33.87,0.69,82.45,2775.0,27.75,90.7,2946.0,29.46,9.52,81.19
Shoulder Int/Ext Rot,C7,IJ_PX_C7,6,3560,35.6,75.14,3722,37.22,-3.95,79.09,3088.0,30.88,91.81,3266.0,32.66,7.76,84.05
Shoulder Int/Ext Rot,C7,Perfect,1,1762,17.62,77.14,1901,19.01,-6.45,83.59,1293.0,12.93,87.57,1508.0,15.08,8.24,79.33
Shoulder Int/Ext Rot,C7,Perfect,2,2115,21.15,79.79,2258,22.58,-3.22,83.01,1675.0,16.75,91.71,1901.0,19.01,7.11,84.6
Shoulder Int/Ext Rot,C7,Perfect,3,2488,24.88,83.06,2643,26.43,-0.29,83.35,2066.0,20.66,95.0,2242.0,22.42,3.79,91.21
Shoulder Int/Ext Rot,C7,Perfect,4,2836,28.36,81.95,2989,29.89,-3.3,85.24,2408.0,24.08,95.81,2563.0,25.63,11.43,84.39
Shoulder Int/Ext Rot,C7,Perfect,5,3190,31.9,83.15,3387,33.87,0.69,82.45,2775.0,27.75,90.7,2946.0,29.46,9.52,81.19
Shoulder Int/Ext Rot,C7,Perfect,6,3560,35.6,75.14,3722,37.22,-3.95,79.09,3088.0,30.88,91.81,3266.0,32.66,7.76,84.05
Shoulder Int/Ext Rot,NOT_C7,IJ_C7,1,1763,17.63,69.12,1893,18.93,-19.25,88.37,1280.0,12.8,91.82,1462.0,14.62,6.11,85.71
Shoulder Int/Ext Rot,NOT_C7,IJ_C7,2,2115,21.15,70.74,2258,22.58,-14.9,85.64,1681.0,16.81,97.67,1901.0,19.01,6.31,91.36
Shoulder Int/Ext Rot,NOT_C7,IJ_C7,3,2484,24.84,75.18,2643,26.43,-13.1,88.28,2066.0,20.66,101.17,2251.0,22.51,4.79,96.38
Shoulder Int/Ext Rot,NOT_C7,IJ_C7,4,2833,28.33,75.94,2989,29.89,-15.33,91.27,2407.0,24.07,101.3,2609.0,26.09,7.52,93.77
Shoulder Int/Ext Rot,NOT_C7,IJ_C7,5,3190,31.9,75.51,3320,33.2,-7.21,82.73,2768.0,27.68,93.22,2946.0,29.46,4.47,88.75
Shoulder Int/Ext Rot,NOT_C7,IJ_C7,6,3560,35.6,73.65,3733,37.33,-12.5,86.15,3088.0,30.88,93.56,3266.0,32.66,4.73,88.83
Shoulder Int/Ext Rot,NOT_C7,PX_C7,1,1763,17.63,69.12,1893,18.93,-19.25,88.37,1280.0,12.8,91.82,1462.0,14.62,6.11,85.71
Shoulder Int/Ext Rot,NOT_C7,PX_C7,2,2115,21.15,70.74,2258,22.58,-14.9,85.64,1681.0,16.81,97.67,1901.0,19.01,6.31,91.36
Shoulder Int/Ext Rot,NOT_C7,PX_C7,3,2484,24.84,75.18,2643,26.43,-13.1,88.28,2066.0,20.66,101.17,2251.0,22.51,4.79,96.38
Shoulder Int/Ext Rot,NOT_C7,PX_C7,4,2833,28.33,75.94,2989,29.89,-15.33,91.27,2407.0,24.07,101.3,2609.0,26.09,7.52,93.77
Shoulder Int/Ext Rot,NOT_C7,PX_C7,5,3190,31.9,75.51,3320,33.2,-7.21,82.73,2768.0,27.68,93.22,2946.0,29.46,4.47,88.75
Shoulder Int/Ext Rot,NOT_C7,PX_C7,6,3560,35.6,73.65,3733,37.33,-12.5,86.15,3088.0,30.88,93.56,3266.0,32.66,4.73,88.83
Shoulder Int/Ext Rot,NOT_C7,IJ_PX_C7,1,1763,17.63,69.12,1893,18.93,-19.25,88.37,1280.0,12.8,91.82,1462.0,14.62,6.11,85.71
Shoulder Int/Ext Rot,NOT_C7,IJ_PX_C7,2,2115,21.15,70.74,2258,22.58,-14.9,85.64,1681.0,16.81,97.67,1901.0,19.01,6.31,91.36
Shoulder Int/Ext Rot,NOT_C7,IJ_PX_C7,3,2484,24.84,75.18,2643,26.43,-13.1,88.28,2066.0,20.66,101.17,2251.0,22.51,4.79,96.38
Shoulder Int/Ext Rot,NOT_C7,IJ_PX_C7,4,2833,28.33,75.94,2989,29.89,-15.33,91.27,2407.0,24.07,101.3,2609.0,26.09,7.52,93.77
Shoulder Int/Ext Rot,NOT_C7,IJ_PX_C7,5,3190,31.9,75.51,3320,33.2,-7.21,82.73,2768.0,27.68,93.22,2946.0,29.46,4.47,88.75
Shoulder Int/Ext Rot,NOT_C7,IJ_PX_C7,6,3560,35.6,73.65,3733,37.33,-12.5,86.15,3088.0,30.88,93.56,3266.0,32.66,4.73,88.83
Shoulder Int/Ext Rot,NOT_C7,Perfect,1,1763,17.63,69.12,1893,18.93,-19.25,88.37,1280.0,12.8,91.82,1462.0,14.62,6.11,85.71
Shoulder Int/Ext Rot,NOT_C7,Perfect,2,2115,21.15,70.74,2258,22.58,-14.9,85.64,1681.0,16.81,97.67,1901.0,19.01,6.31,91.36
Shoulder Int/Ext Rot,NOT_C7,Perfect,3,2484,24.84,75.18,2643,26.43,-13.1,88.28,2066.0,20.66,101.17,2251.0,22.51,4.79,96.38
Shoulder Int/Ext Rot,NOT_C7,Perfect,4,2833,28.33,75.94,2989,29.89,-15.33,91.27,2407.0,24.07,101.3,2609.0,26.09,7.52,93.77
Shoulder Int/Ext Rot,NOT_C7,Perfect,5,3190,31.9,75.51,3320,33.2,-7.21,82.73,2768.0,27.68,93.22,2946.0,29.46,4.47,88.75
Shoulder Int/Ext Rot,NOT_C7,Perfect,6,3560,35.6,73.65,3733,37.33,-12.5,86.15,3088.0,30.88,93.56,3266.0,32.66,4.73,88.83
Elbow Flex/Ext,Complete,IJ_C7,1,807,8.07,135.22,1051,10.51,-1.57,136.79,824.0,8.24,135.08,948.0,9.48,0.57,134.51
Elbow Flex/Ext,Complete,IJ_C7,2,1251,12.51,133.56,1459,14.59,-4.38,137.95,1165.0,11.65,134.44,1335.0,13.35,1.57,132.87
Elbow Flex/Ext,Complete,IJ_C7,3,1666,16.66,134.51,1821,18.21,-0.8,135.32,1550.0,15.5,136.82,1706.0,17.06,0.8,136.02
Elbow Flex/Ext,Complete,IJ_C7,4,2012,20.12,133.51,2184,21.84,-1.84,135.34,1897.0,18.97,137.07,2067.0,20.67,0.31,136.75
Elbow Flex/Ext,Complete,IJ_C7,5,2357,23.57,133.58,2522,25.22,-1.6,135.18,2243.0,22.43,134.3,2420.0,24.2,1.4,132.89
Elbow Flex/Ext,Complete,IJ_C7,6,2705,27.05,133.59,2867,28.67,-0.04,133.63,2591.0,25.91,135.36,2771.0,27.71,2.52,132.84
Elbow Flex/Ext,Complete,IJ_C7,7,3050,30.5,133.41,3197,31.97,-0.78,134.19,2942.0,29.42,135.49,3103.0,31.03,1.83,133.66
Elbow Flex/Ext,Complete,PX_C7,1,807,8.07,135.22,1051,10.51,-1.57,136.79,824.0,8.24,135.08,948.0,9.48,0.57,134.51
Elbow Flex/Ext,Complete,PX_C7,2,1251,12.51,133.56,1459,14.59,-4.38,137.95,1165.0,11.65,134.44,1335.0,13.35,1.57,132.87
Elbow Flex/Ext,Complete,PX_C7,3,1666,16.66,134.51,1821,18.21,-0.8,135.32,1550.0,15.5,136.82,1706.0,17.06,0.8,136.02
Elbow Flex/Ext,Complete,PX_C7,4,2012,20.12,133.51,2184,21.84,-1.84,135.34,1897.0,18.97,137.07,2067.0,20.67,0.31,136.75
Elbow Flex/Ext,Complete,PX_C7,5,2357,23.57,133.58,2522,25.22,-1.6,135.18,2243.0,22.43,134.3,2420.0,24.2,1.4,132.89
Elbow Flex/Ext,Complete,PX_C7,6,2705,27.05,133.59,2867,28.67,-0.04,133.63,2591.0,25.91,135.36,2771.0,27.71,2.52,132.84
Elbow Flex/Ext,Complete,PX_C7,7,3050,30.5,133.41,3197,31.97,-0.78,134.19,2942.0,29.42,135.49,3103.0,31.03,1.83,133.66
Elbow Flex/Ext,Complete,IJ_PX_C7,1,807,8.07,135.22,1051,10.51,-1.57,136.79,824.0,8.24,135.08,948.0,9.48,0.57,134.51
Elbow Flex/Ext,Complete,IJ_PX_C7,2,1251,12.51,133.56,1459,14.59,-4.38,137.95,1165.0,11.65,134.44,1335.0,13.35,1.57,132.87
Elbow Flex/Ext,Complete,IJ_PX_C7,3,1666,16.66,134.51,1821,18.21,-0.8,135.32,1550.0,15.5,136.82,1706.0,17.06,0.8,136.02
Elbow Flex/Ext,Complete,IJ_PX_C7,4,2012,20.12,133.51,2184,21.84,-1.84,135.34,1897.0,18.97,137.07,2067.0,20.67,0.31,136.75
Elbow Flex/Ext,Complete,IJ_PX_C7,5,2357,23.57,133.58,2522,25.22,-1.6,135.18,2243.0,22.43,134.3,2420.0,24.2,1.4,132.89
Elbow Flex/Ext,Complete,IJ_PX_C7,6,2705,27.05,133.59,2867,28.67,-0.04,133.63,2591.0,25.91,135.36,2771.0,27.71,2.52,132.84
Elbow Flex/Ext,Complete,IJ_PX_C7,7,3050,30.5,133.41,3197,31.97,-0.78,134.19,2942.0,29.42,135.49,3103.0,31.03,1.83,133.66
Elbow Flex/Ext,Complete,Perfect,1,807,8.07,135.22,1051,10.51,-1.57,136.79,824.0,8.24,135.08,948.0,9.48,0.57,134.51
Elbow Flex/Ext,Complete,Perfect,2,1251,12.51,133.56,1459,14.59,-4.38,137.95,1165.0,11.65,134.44,1335.0,13.35,1.57,132.87
Elbow Flex/Ext,Complete,Perfect,3,1666,16.66,134.51,1821,18.21,-0.8,135.32,1550.0,15.5,136.82,1706.0,17.06,0.8,136.02
Elbow Flex/Ext,Complete,Perfect,4,2012,20.12,133.51,2184,21.84,-1.84,135.34,1897.0,18.97,137.07,2067.0,20.67,0.31,136.75
Elbow Flex/Ext,Complete,Perfect,5,2357,23.57,133.58,2522,25.22,-1.6,135.18,2243.0,22.43,134.3,2420.0,24.2,1.4,132.89
Elbow Flex/Ext,Complete,Perfect,6,2705,27.05,133.59,2867,28.67,-0.04,133.63,2591.0,25.91,135.36,2771.0,27.71,2.52,132.84
Elbow Flex/Ext,Complete,Perfect,7,3050,30.5,133.41,3197,31.97,-0.78,134.19,2942.0,29.42,135.49,3103.0,31.03,1.83,133.66
Elbow Flex/Ext,C7,IJ_C7,1,807,8.07,135.22,1051,10.51,-1.57,136.79,824.0,8.24,135.08,948.0,9.48,0.57,134.51
Elbow Flex/Ext,C7,IJ_C7,2,1251,12.51,133.56,1459,14.59,-4.38,137.95,1165.0,11.65,134.44,1335.0,13.35,1.57,132.87
Elbow Flex/Ext,C7,IJ_C7,3,1666,16.66,134.51,1821,18.21,-0.8,135.32,1550.0,15.5,136.82,1706.0,17.06,0.8,136.02
Elbow Flex/Ext,C7,IJ_C7,4,2012,20.12,133.51,2184,21.84,-1.84,135.34,1897.0,18.97,137.07,2067.0,20.67,0.31,136.75
Elbow Flex/Ext,C7,IJ_C7,5,2357,23.57,133.58,2522,25.22,-1.6,135.18,2243.0,22.43,134.3,2420.0,24.2,1.4,132.89
Elbow Flex/Ext,C7,IJ_C7,6,2705,27.05,133.59,2867,28.67,-0.04,133.63,2591.0,25.91,135.36,2771.0,27.71,2.52,132.84
Elbow Flex/Ext,C7,IJ_C7,7,3050,30.5,133.41,3197,31.97,-0.78,134.19,2942.0,29.42,135.49,3103.0,31.03,1.83,133.66
Elbow Flex/Ext,C7,PX_C7,1,807,8.07,135.22,1051,10.51,-1.57,136.79,824.0,8.24,135.08,948.0,9.48,0.57,134.51
Elbow Flex/Ext,C7,PX_C7,2,1251,12.51,133.56,1459,14.59,-4.38,137.95,1165.0,11.65,134.44,1335.0,13.35,1.57,132.87
Elbow Flex/Ext,C7,PX_C7,3,1666,16.66,134.51,1821,18.21,-0.8,135.32,1550.0,15.5,136.82,1706.0,17.06,0.8,136.02
Elbow Flex/Ext,C7,PX_C7,4,2012,20.12,133.51,2184,21.84,-1.84,135.34,1897.0,18.97,137.07,2067.0,20.67,0.31,136.75
Elbow Flex/Ext,C7,PX_C7,5,2357,23.57,133.58,2522,25.22,-1.6,135.18,2243.0,22.43,134.3,2420.0,24.2,1.4,132.89
Elbow Flex/Ext,C7,PX_C7,6,2705,27.05,133.59,2867,28.67,-0.04,133.63,2591.0,25.91,135.36,2771.0,27.71,2.52,132.84
Elbow Flex/Ext,C7,PX_C7,7,3050,30.5,133.41,3197,31.97,-0.78,134.19,2942.0,29.42,135.49,3103.0,31.03,1.83,133.66
Elbow Flex/Ext,C7,IJ_PX_C7,1,807,8.07,135.22,1051,10.51,-1.57,136.79,824.0,8.24,135.08,948.0,9.48,0.57,134.51
Elbow Flex/Ext,C7,IJ_PX_C7,2,1251,12.51,133.56,1459,14.59,-4.38,137.95,1165.0,11.65,134.44,1335.0,13.35,1.57,132.87
Elbow Flex/Ext,C7,IJ_PX_C7,3,1666,16.66,134.51,1821,18.21,-0.8,135.32,1550.0,15.5,136.82,1706.0,17.06,0.8,136.02
Elbow Flex/Ext,C7,IJ_PX_C7,4,2012,20.12,133.51,2184,21.84,-1.84,135.34,1897.0,18.97,137.07,2067.0,20.67,0.31,136.75
Elbow Flex/Ext,C7,IJ_PX_C7,5,2357,23.57,133.58,2522,25.22,-1.6,135.18,2243.0,22.43,134.3,2420.0,24.2,1.4,132.89
Elbow Flex/Ext,C7,IJ_PX_C7,6,2705,27.05,133.59,2867,28.67,-0.04,133.63,2591.0,25.91,135.36,2771.0,27.71,2.52,132.84
Elbow Flex/Ext,C7,IJ_PX_C7,7,3050,30.5,133.41,3197,31.97,-0.78,134.19,2942.0,29.42,135.49,3103.0,31.03,1.83,133.66
Elbow Flex/Ext,C7,Perfect,1,807,8.07,135.22,1051,10.51,-1.57,136.79,824.0,8.24,135.08,948.0,9.48,0.57,134.51
Elbow Flex/Ext,C7,Perfect,2,1251,12.51,133.56,1459,14.59,-4.38,137.95,1165.0,11.65,134.44,1335.0,13.35,1.57,132.87
Elbow Flex/Ext,C7,Perfect,3,1666,16.66,134.51,1821,18.21,-0.8,135.32,1550.0,15.5,136.82,1706.0,17.06,0.8,136.02
Elbow Flex/Ext,C7,Perfect,4,2012,20.12,133.51,2184,21.84,-1.84,135.34,1897.0,18.97,137.07,2067.0,20.67,0.31,136.75
Elbow Flex/Ext,C7,Perfect,5,2357,23.57,133.58,2522,25.22,-1.6,135.18,2243.0,22.43,134.3,2420.0,24.2,1.4,132.89
Elbow Flex/Ext,C7,Perfect,6,2705,27.05,133.59,2867,28.67,-0.04,133.63,2591.0,25.91,135.36,2771.0,27.71,2.52,132.84
Elbow Flex/Ext,C7,Perfect,7,3050,30.5,133.41,3197,31.97,-0.78,134.19,2942.0,29.42,135.49,3103.0,31.03,1.83,133.66
Elbow Flex/Ext,NOT_C7,IJ_C7,1,807,8.07,135.22,1051,10.51,-1.57,136.79,824.0,8.24,135.08,948.0,9.48,0.57,134.51
Elbow Flex/Ext,NOT_C7,IJ_C7,2,1251,12.51,133.56,1459,14.59,-4.38,137.95,1165.0,11.65,134.44,1335.0,13.35,1.57,132.87
Elbow Flex/Ext,NOT_C7,IJ_C7,3,1666,16.66,134.51,1821,18.21,-0.8,135.32,1550.0,15.5,136.82,1706.0,17.06,0.8,136.02
Elbow Flex/Ext,NOT_C7,IJ_C7,4,2012,20.12,133.51,2184,21.84,-1.84,135.34,1897.0,18.97,137.07,2067.0,20.67,0.31,136.75
Elbow Flex/Ext,NOT_C7,IJ_C7,5,2357,23.57,133.58,2522,25.22,-1.6,135.18,2243.0,22.43,134.3,2420.0,24.2,1.4,132.89
Elbow Flex/Ext,NOT_C7,IJ_C7,6,2705,27.05,133.59,2867,28.67,-0.04,133.63,2591.0,25.91,135.36,2771.0,27.71,2.52,132.84
Elbow Flex/Ext,NOT_C7,IJ_C7,7,3050,30.5,133.41,3197,31.97,-0.78,134.19,2942.0,29.42,135.49,3103.0,31.03,1.83,133.66
Elbow Flex/Ext,NOT_C7,PX_C7,1,807,8.07,135.22,1051,10.51,-1.57,136.79,824.0,8.24,135.08,948.0,9.48,0.57,134.51
Elbow Flex/Ext,NOT_C7,PX_C7,2,1251,12.51,133.56,1459,14.59,-4.38,137.95,1165.0,11.65,134.44,1335.0,13.35,1.57,132.87
Elbow Flex/Ext,NOT_C7,PX_C7,3,1666,16.66,134.51,1821,18.21,-0.8,135.32,1550.0,15.5,136.82,1706.0,17.06,0.8,136.02
Elbow Flex/Ext,NOT_C7,PX_C7,4,2012,20.12,133.51,2184,21.84,-1.84,135.34,1897.0,18.97,137.07,2067.0,20.67,0.31,136.75
Elbow Flex/Ext,NOT_C7,PX_C7,5,2357,23.57,133.58,2522,25.22,-1.6,135.18,2243.0,22.43,134.3,2420.0,24.2,1.4,132.89
Elbow Flex/Ext,NOT_C7,PX_C7,6,2705,27.05,133.59,2867,28.67,-0.04,133.63,2591.0,25.91,135.36,2771.0,27.71,2.52,132.84
Elbow Flex/Ext,NOT_C7,PX_C7,7,3050,30.5,133.41,3197,31.97,-0.78,134.19,2942.0,29.42,135.49,3103.0,31.03,1.83,133.66
Elbow Flex/Ext,NOT_C7,IJ_PX_C7,1,807,8.07,135.22,1051,10.51,-1.57,136.79,824.0,8.24,135.08,948.0,9.48,0.57,134.51
Elbow Flex/Ext,NOT_C7,IJ_PX_C7,2,1251,12.51,133.56,1459,14.59,-4.38,137.95,1165.0,11.65,134.44,1335.0,13.35,1.57,132.87
Elbow Flex/Ext,NOT_C7,IJ_PX_C7,3,1666,16.66,134.51,1821,18.21,-0.8,135.32,1550.0,15.5,136.82,1706.0,17.06,0.8,136.02
Elbow Flex/Ext,NOT_C7,IJ_PX_C7,4,2012,20.12,133.51,2184,21.84,-1.84,135.34,1897.0,18.97,137.07,2067.0,20.67,0.31,136.75
Elbow Flex/Ext,NOT_C7,IJ_PX_C7,5,2357,23.57,133.58,2522,25.22,-1.6,135.18,2243.0,22.43,134.3,2420.0,24.2,1.4,132.89
Elbow Flex/Ext,NOT_C7,IJ_PX_C7,6,2705,27.05,133.59,2867,28.67,-0.04,133.63,2591.0,25.91,135.36,2771.0,27.71,2.52,132.84
Elbow Flex/Ext,NOT_C7,IJ_PX_C7,7,3050,30.5,133.41,3197,31.97,-0.78,134.19,2942.0,29.42,135.49,3103.0,31.03,1.83,133.66
Elbow Flex/Ext,NOT_C7,Perfect,1,807,8.07,135.22,1051,10.51,-1.57,136.79,824.0,8.24,135.08,948.0,9.48,0.57,134.51
Elbow Flex/Ext,NOT_C7,Perfect,2,1251,12.51,133.56,1459,14.59,-4.38,137.95,1165.0,11.65,134.44,1335.0,13.35,1.57,132.87
